,Gender,Age,Socioeconomic Status,Employment Status,Age Category
480,Female,23.66588019232254,Very Disadvantaged,Employed,15-24
481,Male,77.30109962574411,Very Affluent,Not in Labour Force,75+
482,Female,26.221499160368566,Very Disadvantaged,Not in Labour Force,25-34
483,Male,53.60940555727065,Affluent,Employed,45-54
484,Female,39.90120123382911,Average,Employed,35-44
485,Male,54.08088528534715,Affluent,Employed,55-64
486,Female,32.032367259363724,Disadvantaged,Employed,25-34
487,Female,16.195872057086987,Very Disadvantaged,Unemployed,15-24
488,Female,39.07910041978509,Average,Employed,35-44
489,Male,50.371352486811645,Affluent,Employed,45-54
490,Female,19.74347860767402,Very Disadvantaged,Unemployed,15-24
491,Male,48.57913073245393,Affluent,Employed,45-54
492,Female,33.931206770465025,Disadvantaged,Employed,25-34
493,Male,44.82823075492157,Average,Employed,45-54
494,Female,28.608495346644595,Disadvantaged,Not in Labour Force,25-34
495,Female,30.419988278003355,Disadvantaged,Employed,25-34
496,Male,68.63648530506926,Very Affluent,Not in Labour Force,65-74
497,Male,57.979988272695465,Very Affluent,Employed,55-64
498,Female,24.382772461073856,Very Disadvantaged,Employed,25-34
499,Male,47.476431256788416,Affluent,Employed,45-54
500,Male,62.852268871223714,Very Affluent,Not in Labour Force,55-64
501,Male,52.48741168762615,Affluent,Employed,45-54
502,Male,41.380314127053566,Average,Unemployed,35-44
503,Female,23.829803606067614,Very Disadvantaged,Employed,15-24
504,Female,17.995460341359944,Very Disadvantaged,Employed,15-24
505,Male,58.59365960971435,Very Affluent,Employed,55-64
506,Female,22.815765591921746,Very Disadvantaged,Employed,15-24
507,Male,41.70885344799989,Average,Employed,35-44
508,Male,61.82137780718288,Very Affluent,Not in Labour Force,55-64
509,Female,17.913399081520254,Very Disadvantaged,Not in Labour Force,15-24
510,Male,49.78913226798808,Affluent,Employed,45-54
511,Female,39.643009095061046,Average,Employed,35-44
512,Female,25.63840437136102,Very Disadvantaged,Employed,25-34
513,Female,19.558435026720375,Very Disadvantaged,Not in Labour Force,15-24
514,Female,17.454865109075406,Very Disadvantaged,Not in Labour Force,15-24
515,Female,29.24512374533927,Disadvantaged,Not in Labour Force,25-34
516,Female,22.56770416379902,Very Disadvantaged,Employed,15-24
517,Female,36.537186555834545,Average,Employed,35-44
518,Female,18.14739095713514,Very Disadvantaged,Not in Labour Force,15-24
519,Male,67.74555852014538,Very Affluent,Not in Labour Force,65-74
520,Male,69.00044627695053,Very Affluent,Not in Labour Force,65-74
521,Male,56.85170729320403,Very Affluent,Employed,55-64
522,Female,26.611405196681716,Very Disadvantaged,Employed,25-34
523,Male,44.62338198730197,Average,Employed,45-54
524,Male,64.894986264125,Very Affluent,Not in Labour Force,65-74
525,Male,75.24963705592957,Very Affluent,Not in Labour Force,75+
526,Female,19.839518282411724,Very Disadvantaged,Unemployed,15-24
527,Female,32.69195431632856,Disadvantaged,Not in Labour Force,25-34
528,Male,50.025707464090104,Affluent,Employed,45-54
529,Male,47.144998291673225,Affluent,Employed,45-54
530,Male,46.772314736742636,Affluent,Employed,45-54
531,Male,58.17341672602335,Very Affluent,Not in Labour Force,55-64
532,Male,50.900626307665455,Affluent,Employed,45-54
533,Female,33.488747167094914,Disadvantaged,Not in Labour Force,25-34
534,Female,25.557123295210566,Very Disadvantaged,Employed,25-34
535,Male,53.87302066915457,Affluent,Not in Labour Force,45-54
536,Female,34.54072397360721,Disadvantaged,Employed,35-44
537,Female,21.113172742804935,Very Disadvantaged,Employed,15-24
538,Male,51.81400958225613,Affluent,Employed,45-54
539,Male,62.57113632106188,Very Affluent,Unemployed,55-64
540,Female,18.09137290838236,Very Disadvantaged,Employed,15-24
541,Female,25.926963598343477,Very Disadvantaged,Employed,25-34
542,Female,37.19467503260952,Average,Not in Labour Force,35-44
543,Female,33.715819585966564,Disadvantaged,Employed,25-34
544,Female,18.33296677794197,Very Disadvantaged,Not in Labour Force,15-24
545,Female,22.578268432571925,Very Disadvantaged,Employed,15-24
546,Female,37.97538781176905,Average,Employed,35-44
547,Female,20.064453227205142,Very Disadvantaged,Not in Labour Force,15-24
548,Male,57.261980729066536,Very Affluent,Employed,55-64
549,Male,61.19679074847788,Very Affluent,Employed,55-64
550,Female,23.60264165789193,Very Disadvantaged,Employed,15-24
551,Female,26.85596498795125,Very Disadvantaged,Unemployed,25-34
552,Female,37.951506399725645,Average,Employed,35-44
553,Male,76.2282485712671,Very Affluent,Not in Labour Force,75+
554,Male,54.4397513525976,Affluent,Employed,55-64
555,Female,23.638859106068704,Very Disadvantaged,Not in Labour Force,15-24
556,Male,67.83033672944741,Very Affluent,Not in Labour Force,65-74
557,Male,58.10236576557004,Very Affluent,Employed,55-64
558,Female,36.00303793544776,Disadvantaged,Employed,35-44
559,Female,24.119661689797823,Very Disadvantaged,Not in Labour Force,25-34
560,Female,18.831932521573755,Very Disadvantaged,Not in Labour Force,15-24
561,Female,21.397867701873437,Very Disadvantaged,Employed,15-24
562,Male,63.152193274183475,Very Affluent,Not in Labour Force,55-64
563,Female,25.580769027027696,Very Disadvantaged,Employed,25-34
564,Female,34.69760841710415,Disadvantaged,Employed,35-44
565,Male,47.83756657341317,Affluent,Employed,45-54
566,Male,45.44242895927135,Affluent,Employed,45-54
567,Female,36.101632006551775,Disadvantaged,Employed,35-44
568,Female,35.21125612719374,Disadvantaged,Not in Labour Force,35-44
569,Female,19.552014712790065,Very Disadvantaged,Not in Labour Force,15-24
570,Female,37.580192172019956,Average,Employed,35-44
571,Male,51.264030366284885,Affluent,Employed,45-54
572,Male,54.07793003316625,Affluent,Unemployed,55-64
573,Female,26.913344334881153,Very Disadvantaged,Not in Labour Force,25-34
574,Male,60.912684237743505,Very Affluent,Employed,55-64
575,Female,17.20277659983667,Very Disadvantaged,Not in Labour Force,15-24
576,Male,64.7411528892402,Very Affluent,Not in Labour Force,65-74
577,Female,28.966114036290584,Disadvantaged,Employed,25-34
578,Female,23.46236038077256,Very Disadvantaged,Not in Labour Force,15-24
579,Female,32.70491109428305,Disadvantaged,Employed,25-34
580,Male,59.729044553685526,Very Affluent,Employed,55-64
581,Male,58.43990514397583,Very Affluent,Employed,55-64
582,Female,33.93881561428364,Disadvantaged,Employed,25-34
583,Female,29.128705739452656,Disadvantaged,Employed,25-34
584,Male,42.2754638024552,Average,Not in Labour Force,35-44
585,Female,30.599959220309675,Disadvantaged,Employed,25-34
586,Female,17.612097512600357,Very Disadvantaged,Employed,15-24
587,Male,46.50428089936139,Affluent,Employed,45-54
588,Male,41.57973763514165,Average,Employed,35-44
589,Female,18.139288837356514,Very Disadvantaged,Not in Labour Force,15-24
590,Male,53.43618417568395,Affluent,Employed,45-54
591,Male,83.21858906970428,Very Affluent,Not in Labour Force,75+
592,Male,56.23095304031426,Very Affluent,Not in Labour Force,55-64
593,Female,33.86503320230893,Disadvantaged,Employed,25-34
594,Female,33.48480121002046,Disadvantaged,Employed,25-34
595,Female,34.199956304383655,Disadvantaged,Employed,35-44
596,Female,38.18886239611645,Average,Not in Labour Force,35-44
597,Male,44.26120168636023,Average,Employed,45-54
598,Male,46.047037089587796,Affluent,Employed,45-54
599,Female,26.042148791794396,Very Disadvantaged,Employed,25-34
600,Male,61.09697148123393,Very Affluent,Not in Labour Force,55-64
601,Male,50.745880573209796,Affluent,Employed,45-54
602,Female,25.70903673109999,Very Disadvantaged,Employed,25-34
603,Male,60.2494514664482,Very Affluent,Not in Labour Force,55-64
604,Female,16.549817085458805,Very Disadvantaged,Employed,15-24
605,Male,47.2145378078384,Affluent,Employed,45-54
606,Female,25.278086663662727,Very Disadvantaged,Employed,25-34
607,Female,29.954885778793106,Disadvantaged,Employed,25-34
608,Female,33.80427433197992,Disadvantaged,Employed,25-34
609,Female,15.49363135601416,Very Disadvantaged,Not in Labour Force,15-24
610,Female,37.99756553740201,Average,Unemployed,35-44
611,Male,55.93771886550866,Affluent,Employed,55-64
612,Male,48.919148969855556,Affluent,Employed,45-54
613,Male,42.69043617249301,Average,Employed,35-44
614,Male,43.56088258383555,Average,Employed,35-44
615,Female,16.104766262422466,Very Disadvantaged,Employed,15-24
616,Male,45.63880645450732,Affluent,Employed,45-54
617,Male,83.34954958964732,Very Affluent,Not in Labour Force,75+
618,Female,28.37085575980397,Disadvantaged,Employed,25-34
619,Male,44.61871518241958,Average,Employed,45-54
620,Male,58.64988846870162,Very Affluent,Employed,55-64
621,Male,55.6359076425604,Affluent,Employed,55-64
622,Female,33.21111664760337,Disadvantaged,Employed,25-34
623,Female,34.44784759097657,Disadvantaged,Employed,35-44
624,Male,73.51293451834577,Very Affluent,Not in Labour Force,65-74
625,Female,28.35585141107832,Disadvantaged,Employed,25-34
626,Female,27.761065695343966,Disadvantaged,Not in Labour Force,25-34
627,Female,24.834976379542297,Very Disadvantaged,Employed,25-34
628,Female,40.5045982372595,Average,Employed,35-44
629,Female,30.129180982837152,Disadvantaged,Employed,25-34
630,Male,43.172425767671506,Average,Employed,35-44
631,Female,20.180879768685955,Very Disadvantaged,Employed,15-24
632,Female,35.38236134183377,Disadvantaged,Not in Labour Force,35-44
633,Female,38.97959748965599,Average,Employed,35-44
634,Male,54.7342493218888,Affluent,Not in Labour Force,55-64
635,Male,51.303986391125804,Affluent,Not in Labour Force,45-54
636,Female,28.711448168721475,Disadvantaged,Employed,25-34
637,Female,16.897808658629625,Very Disadvantaged,Not in Labour Force,15-24
638,Female,29.946233907263963,Disadvantaged,Employed,25-34
639,Female,36.760344516247294,Average,Employed,35-44
640,Female,15.671478910731786,Very Disadvantaged,Employed,15-24
641,Female,39.43651365719363,Average,Employed,35-44
642,Male,60.028553751035574,Very Affluent,Not in Labour Force,55-64
643,Male,67.2878830421309,Very Affluent,Not in Labour Force,65-74
644,Female,28.7225218287631,Disadvantaged,Employed,25-34
645,Male,84.94335406784325,Very Affluent,Not in Labour Force,75+
646,Female,15.482036614113213,Very Disadvantaged,Employed,15-24
647,Female,33.47856077108572,Disadvantaged,Employed,25-34
648,Male,55.42337313783364,Affluent,Not in Labour Force,55-64
649,Female,21.741946188115655,Very Disadvantaged,Employed,15-24
650,Female,38.162155975419026,Average,Employed,35-44
651,Female,35.476457715136874,Disadvantaged,Employed,35-44
652,Male,58.46267003182544,Very Affluent,Not in Labour Force,55-64
653,Male,50.837958352212844,Affluent,Employed,45-54
654,Female,34.35098031177273,Disadvantaged,Employed,35-44
655,Female,16.904571869807345,Very Disadvantaged,Not in Labour Force,15-24
656,Male,49.84830709248967,Affluent,Employed,45-54
657,Female,37.243162824015535,Average,Employed,35-44
658,Male,60.52455500595241,Very Affluent,Employed,55-64
659,Male,44.0576194746583,Average,Employed,45-54
660,Male,69.74983995758595,Very Affluent,Not in Labour Force,65-74
661,Male,62.49501918470317,Very Affluent,Employed,55-64
662,Female,38.851155023005276,Average,Employed,35-44
663,Female,16.358103452031735,Very Disadvantaged,Employed,15-24
664,Female,19.910752920338066,Very Disadvantaged,Not in Labour Force,15-24
665,Female,32.827006530588434,Disadvantaged,Employed,25-34
666,Male,44.85529065228272,Average,Employed,45-54
667,Male,45.689754836825266,Affluent,Employed,45-54
668,Male,41.2347266697312,Average,Employed,35-44
669,Female,24.345826897296888,Very Disadvantaged,Employed,25-34
670,Male,62.168890551940265,Very Affluent,Not in Labour Force,55-64
671,Male,52.30730641963229,Affluent,Employed,45-54
672,Female,35.15500894007121,Disadvantaged,Employed,35-44
673,Male,58.1686225111168,Very Affluent,Employed,55-64
674,Female,21.248244419757285,Very Disadvantaged,Not in Labour Force,15-24
675,Female,19.61221020320411,Very Disadvantaged,Unemployed,15-24
676,Female,40.945744844542745,Average,Employed,35-44
677,Male,68.7251328669904,Very Affluent,Not in Labour Force,65-74
678,Female,24.57138492400089,Very Disadvantaged,Not in Labour Force,25-34
679,Male,43.80090436735117,Average,Employed,35-44
680,Female,19.33562594889922,Very Disadvantaged,Employed,15-24
681,Female,25.639099339896877,Very Disadvantaged,Not in Labour Force,25-34
682,Female,19.934570191172337,Very Disadvantaged,Employed,15-24
683,Male,65.17888609367412,Very Affluent,Not in Labour Force,65-74
684,Female,38.383270008319606,Average,Not in Labour Force,35-44
685,Female,22.20317019352968,Very Disadvantaged,Employed,15-24
686,Male,48.388830134569815,Affluent,Employed,45-54
687,Female,40.78572177442049,Average,Employed,35-44
688,Female,36.7207501364736,Average,Not in Labour Force,35-44
689,Male,51.725363332108664,Affluent,Employed,45-54
690,Female,25.78423683288453,Very Disadvantaged,Employed,25-34
691,Female,35.64210466937741,Disadvantaged,Employed,35-44
692,Female,30.39375649584114,Disadvantaged,Employed,25-34
693,Female,32.272022448492024,Disadvantaged,Employed,25-34
694,Female,26.051620028392108,Very Disadvantaged,Not in Labour Force,25-34
695,Female,39.91859385858904,Average,Employed,35-44
696,Male,46.63144760268992,Affluent,Employed,45-54
697,Female,19.32284478010647,Very Disadvantaged,Employed,15-24
698,Female,27.03887811977033,Very Disadvantaged,Employed,25-34
699,Female,30.955722139300327,Disadvantaged,Employed,25-34
700,Male,50.61300761769767,Affluent,Employed,45-54
701,Female,33.13108858518679,Disadvantaged,Not in Labour Force,25-34
702,Female,37.42075014408549,Average,Not in Labour Force,35-44
703,Male,50.448242762670986,Affluent,Employed,45-54
704,Female,25.1073747548468,Very Disadvantaged,Employed,25-34
705,Female,38.03468416040364,Average,Unemployed,35-44
706,Male,46.61271320357095,Affluent,Employed,45-54
707,Male,67.53984903562801,Very Affluent,Not in Labour Force,65-74
708,Female,34.43840930903941,Disadvantaged,Employed,35-44
709,Male,57.4687892962035,Very Affluent,Employed,55-64
710,Male,47.13899366191576,Affluent,Employed,45-54
711,Male,51.00692206164638,Affluent,Unemployed,45-54
712,Male,52.318068015122755,Affluent,Not in Labour Force,45-54
713,Male,76.24954647855478,Very Affluent,Not in Labour Force,75+
714,Female,29.415885000198358,Disadvantaged,Employed,25-34
715,Female,18.18252776175101,Very Disadvantaged,Not in Labour Force,15-24
716,Female,29.498170764444392,Disadvantaged,Employed,25-34
717,Female,18.34993638794783,Very Disadvantaged,Not in Labour Force,15-24
718,Male,50.48562406663083,Affluent,Not in Labour Force,45-54
719,Male,58.623042486558674,Very Affluent,Employed,55-64
720,Male,68.83075431021588,Very Affluent,Employed,65-74
721,Female,39.40347473193358,Average,Employed,35-44
722,Male,41.23171420675905,Average,Employed,35-44
723,Female,30.20746880248251,Disadvantaged,Employed,25-34
724,Female,21.764702804351398,Very Disadvantaged,Employed,15-24
725,Male,56.058531125077295,Affluent,Employed,55-64
726,Female,24.24047623072419,Very Disadvantaged,Unemployed,25-34
727,Male,56.521968484829756,Very Affluent,Employed,55-64
728,Male,62.425447866632226,Very Affluent,Employed,55-64
729,Female,40.6819164967512,Average,Employed,35-44
730,Male,66.15062548189039,Very Affluent,Not in Labour Force,65-74
731,Female,36.86029649997934,Average,Employed,35-44
732,Female,27.211939945942447,Disadvantaged,Unemployed,25-34
733,Male,47.30725707501538,Affluent,Not in Labour Force,45-54
734,Female,36.31397070938412,Disadvantaged,Employed,35-44
735,Male,45.888276910484066,Affluent,Employed,45-54
736,Female,37.94361386357647,Average,Employed,35-44
737,Male,44.89269719064675,Average,Employed,45-54
738,Male,71.73489956317334,Very Affluent,Not in Labour Force,65-74
739,Male,43.05614465775491,Average,Not in Labour Force,35-44
740,Male,64.92016846486047,Very Affluent,Not in Labour Force,65-74
741,Female,24.007411500754714,Very Disadvantaged,Employed,25-34
742,Female,15.125306128824043,Very Disadvantaged,Not in Labour Force,15-24
743,Male,45.82181443699983,Affluent,Employed,45-54
744,Male,42.54100134757805,Average,Employed,35-44
745,Male,54.86701488843287,Affluent,Employed,55-64
746,Male,57.639411579930425,Very Affluent,Not in Labour Force,55-64
747,Male,72.11509481469638,Very Affluent,Not in Labour Force,65-74
748,Male,45.68518767776951,Affluent,Employed,45-54
749,Female,31.452018185437556,Disadvantaged,Unemployed,25-34
750,Male,58.02901889228137,Very Affluent,Employed,55-64
751,Female,35.27301949414213,Disadvantaged,Employed,35-44
752,Male,45.648273157573335,Affluent,Not in Labour Force,45-54
753,Male,46.164721586368444,Affluent,Not in Labour Force,45-54
754,Female,38.12592384901325,Average,Employed,35-44
755,Female,27.13252701388176,Very Disadvantaged,Not in Labour Force,25-34
756,Female,38.232747429298044,Average,Not in Labour Force,35-44
757,Male,67.50053426770117,Very Affluent,Not in Labour Force,65-74
